price,street,area,bedrooms,bathrooms,halfbathrooms,unit,status,buildingType,latitude,longitude
1900,2331 1st Avenue,East Harlem,0,1,0,2A,ACTIVE,RENTAL,40.79835,-73.934105
3800,2-22 51st Avenue,Hunters Point,1,1,0,2C,ACTIVE,RENTAL,40.742725,-73.96022
5265,55 Willoughby Street,Downtown Brooklyn,1,1,0,19B,ACTIVE,RENTAL,40.692432,-73.98687
6500,376 Baltic Street,Boerum Hill,2,2,0,4A,ACTIVE,RENTAL,40.684002,-73.99031
3949,805 Columbus Avenue,Upper West Side,0,1,0,10D,ACTIVE,RENTAL,40.795,-73.9656
4822,70 Pine Street,Financial District,0,1,0,0726,ACTIVE,RENTAL,40.7065,-74.0077
4151,23-10 42nd Road,Hunters Point,0,1,0,16D,ACTIVE,RENTAL,40.750328,-73.94273
3150,1 Lenox Road,Flatbush,1,1,0,3B,ACTIVE,RENTAL,40.653725,-73.95915
5940,19 Dutch Street,Fulton/Seaport,1,1,0,30H,ACTIVE,RENTAL,40.709816,-74.00738
7300,10-40 River Road,Roosevelt Island,3,2,1,03014K0,ACTIVE,RENTAL,40.7648,-73.9471
4500,255 West 51st Street,Midtown,1,1,0,3A,ACTIVE,RENTAL,40.76291,-73.98533
3785,953 Dean Street,Crown Heights,1,1,0,316,ACTIVE,RENTAL,40.678547,-73.958305
2831,166-20 90th Avenue,Jamaica,1,1,0,433,ACTIVE,RENTAL,40.707336,-73.794174
6200,537 West 27th Street,West Chelsea,1,1,0,2D,ACTIVE,RENTAL,40.751133,-74.00408
4862,29-59 Northern Boulevard,Long Island City,1,1,0,30B,ACTIVE,RENTAL,40.75059,-73.935616
3585,240 Willoughby Street,Fort Greene,0,1,0,28D,ACTIVE,RENTAL,40.69159,-73.97787
5417,335 Bond Street,Gowanus,1,1,0,4G,ACTIVE,RENTAL,40.678783,-73.98999
5000,161 West 54th Street,Midtown,2,1,0,203B,ACTIVE,RENTAL,40.763622,-73.98101
4650,15 Park Row,Fulton/Seaport,1,1,0,19F,ACTIVE,RENTAL,40.711174,-74.00779
2950,1743 81st Street,Bensonhurst,2,1,1,2B,ACTIVE,RENTAL,40.61088,-74.00056
3420,54 Crown Street,Crown Heights,0,1,0,1502,ACTIVE,RENTAL,40.666847,-73.959946
3605,54 Crown Street,Crown Heights,0,1,0,1614,ACTIVE,RENTAL,40.666847,-73.959946
4170,54 Crown Street,Crown Heights,1,1,0,PH03,ACTIVE,RENTAL,40.666847,-73.959946
4021,25 West 132nd Street,Central Harlem,2,1,1,07MN,ACTIVE,RENTAL,40.8117,-73.9396
4897,227 West 77th Street,Upper West Side,0,1,0,16J,ACTIVE,RENTAL,40.7825,-73.9803
6095,221 West 29th Street,Chelsea,1,1,0,15B,ACTIVE,RENTAL,40.74841,-73.993645
14700,241 Central Park West,Upper West Side,2,2,0,7E,ACTIVE,RENTAL,40.7844,-73.9705
3250,24 West 123rd Street,South Harlem,1,1,0,A,ACTIVE,RENTAL,40.806015,-73.945946
5150,184 Lexington Avenue,Midtown South,2,1,0,8C,ACTIVE,RENTAL,40.7449,-73.9812
5795,221 West 12th Street,West Village,1,1,0,2D,ACTIVE,RENTAL,40.737823,-74.00146
4695,450 West 42nd Street,Hell's Kitchen,0,1,0,32J,ACTIVE,RENTAL,40.7591,-73.9949
4645,240 East 27th Street,Kips Bay,1,1,0,23E,ACTIVE,RENTAL,40.7402,-73.9796
4400,505 State Street,Downtown Brooklyn,1,1,0,16E,ACTIVE,RENTAL,40.68554,-73.97882
4550,322 West 14th Street,West Village,1,1,0,4B,ACTIVE,RENTAL,40.74,-74.0038
4100,222 East 12th Street,East Village,1,1,0,3D,ACTIVE,RENTAL,40.7313,-73.9871
5800,350 3rd Avenue,Kips Bay,2,1,0,PH1,ACTIVE,RENTAL,40.7407,-73.9822
3900,340 East 55th Street,Sutton Place,1,1,0,5C,ACTIVE,RENTAL,40.7572,-73.9648
4150,1377 Lexington Avenue,Carnegie Hill,1,1,0,4B,ACTIVE,RENTAL,40.7824,-73.9532
4995,54 Crown Street,Crown Heights,2,2,0,209,ACTIVE,RENTAL,40.666847,-73.959946
4370,4-75 48th Avenue,Hunters Point,1,1,0,1112,ACTIVE,RENTAL,40.7453,-73.9578
4038,10 Hanover Square,Financial District,0,1,0,22Y,ACTIVE,RENTAL,40.7046,-74.0088
4198,70 Pine Street,Financial District,0,1,0,1202,ACTIVE,RENTAL,40.7065,-74.0077
8750,41 West 58th Street,Central Park South,2,2,0,10D,ACTIVE,RENTAL,40.764996,-73.97573
7895,310 Greenwich Street,Tribeca,2,1,0,310-10L,ACTIVE,RENTAL,40.718,-74.0112
39500,401 West Street,West Village,1,2,0,5A,ACTIVE,RENTAL,40.73363,-74.0098
4675,60 Wharf Dr,Greenpoint,0,1,0,2004,ACTIVE,RENTAL,40.726715,-73.96056
6650,92 Morningside Avenue,South Harlem,3,2,0,5F,ACTIVE,RENTAL,40.809494,-73.95498
2950,144-74 Northern Boulevard,Murray Hill,1,1,0,5L,ACTIVE,RENTAL,40.764725,-73.82068
3678,180 Franklin Avenue,Bedford-Stuyvesant,1,1,0,210,ACTIVE,RENTAL,40.69329,-73.96026
6800,88 Leonard Street,Tribeca,1,1,0,0902,ACTIVE,RENTAL,40.7169,-74.0047
6750,650 1st Avenue,Murray Hill,1,1,0,J8,ACTIVE,RENTAL,40.74572,-73.971634
3800,144-74 Northern Boulevard,Murray Hill,2,2,0,7T,ACTIVE,RENTAL,40.764725,-73.82068
7090,89 Dekalb Avenue,Downtown Brooklyn,2,1,0,16J,ACTIVE,RENTAL,40.69023,-73.97977
3000,311 West 55th Street,Hell's Kitchen,1,1,0,1D,ACTIVE,RENTAL,40.765896,-73.98436
3295,309 West 57th Street,Hell's Kitchen,1,1,0,706,ACTIVE,RENTAL,40.7672,-73.98331
6295,650 1st Avenue,Murray Hill,1,1,0,9A,ACTIVE,RENTAL,40.74572,-73.971634
3700,764 9th Avenue,Hell's Kitchen,1,1,0,4S,ACTIVE,RENTAL,40.764145,-73.98807
4191,146 South 4th Street,Williamsburg,0,1,0,6G,ACTIVE,RENTAL,40.711388,-73.96242
3325,235 West 146th Street,Central Harlem,3,1,0,B06,ACTIVE,RENTAL,40.823273,-73.94029
2905,31-43 Vernon Boulevard,Astoria,0,1,0,805,ACTIVE,RENTAL,40.7682,-73.9356
5050,434 West 19th Street,West Chelsea,1,1,0,2A,ACTIVE,RENTAL,40.7445,-74.0049
3500,4778 Broadway,Inwood,1,1,0,12J,ACTIVE,RENTAL,40.865578,-73.92604
2700,623 West 145th Street,Hamilton Heights,1,1,0,4,ACTIVE,RENTAL,40.82714,-73.95145
3500,620 West 153rd Street,Hamilton Heights,1,1,0,26E,ACTIVE,RENTAL,40.831673,-73.94822
4625,12 Eckford Street,Greenpoint,1,1,0,7G,ACTIVE,RENTAL,40.720444,-73.947495
6370,240 Willoughby Street,Fort Greene,2,2,0,07L,ACTIVE,RENTAL,40.69159,-73.97787
5000,180 Water Street,Financial District,1,1,0,206,ACTIVE,RENTAL,40.707,-74.0055
7390,455 10th Avenue,Hudson Yards,1,1,0,28L,ACTIVE,RENTAL,40.75562,-73.99889
7550,455 10th Avenue,Hudson Yards,1,1,0,19L,ACTIVE,RENTAL,40.75562,-73.99889
4283,429 East 52nd Street,Beekman,1,1,0,10D,ACTIVE,RENTAL,40.754936,-73.9637
2999,844 Quincy Street,Stuyvesant Heights,1,1,0,3B,ACTIVE,RENTAL,40.689598,-73.925674
2850,432 East 66th Street,Lenox Hill,0,1,0,8,ACTIVE,RENTAL,40.76318,-73.95744
4920,401 East 34th Street,Murray Hill,1,1,0,S09M,ACTIVE,RENTAL,40.7438,-73.9725
7995,52 Barrow Street,West Village,3,1,1,1B,ACTIVE,RENTAL,40.7321,-74.0048
4631,500 West 23rd Street,West Chelsea,0,1,0,07L,ACTIVE,RENTAL,40.7476,-74.0047
4760,480 Main Street,Roosevelt Island,1,1,0,07G,ACTIVE,RENTAL,40.7595,-73.9508
4345,480 Main Street,Roosevelt Island,1,1,0,21J,ACTIVE,RENTAL,40.7595,-73.9508
4298,19 Dutch Street,Fulton/Seaport,0,1,0,22D,ACTIVE,RENTAL,40.709816,-74.00738
4650,41 Park Avenue,Murray Hill,1,1,0,009F,ACTIVE,RENTAL,40.7484,-73.9799
5473,5 Lincoln Avenue,Mott Haven,3,2,0,N-0847,ACTIVE,RENTAL,40.807106,-73.93004
4383,95 Wall Street,Financial District,0,1,0,509,ACTIVE,RENTAL,40.7046,-74.0075
2795,106 Remsen Avenue,East Flatbush,2,1,0,5,ACTIVE,RENTAL,40.661198,-73.9298
2495,106 Remsen Avenue,East Flatbush,1,1,0,1,ACTIVE,RENTAL,40.661198,-73.9298
5200,1500 Lexington Avenue,Carnegie Hill,1,1,0,10B,ACTIVE,RENTAL,40.78636,-73.95088
7000,401 Second Avenue,Kips Bay,2,1,0,23F,ACTIVE,RENTAL,40.7384,-73.9814
7195,324 Grand Street,Lower East Side,3,2,0,3C,ACTIVE,RENTAL,40.71732,-73.990364
3475,212 West 91st Street,Upper West Side,0,1,0,607,ACTIVE,RENTAL,40.7911,-73.9738
4250,346 West 84th Street,Upper West Side,2,2,0,2R,ACTIVE,RENTAL,40.78806,-73.980576
7300,70 Battery Place,Battery Park City,2,2,0,225S,ACTIVE,RENTAL,40.707226,-74.01757
3995,321 20th Street,Greenwood,2,2,0,3F,ACTIVE,RENTAL,40.660316,-73.98974
4765,255 West 94th Street,Upper West Side,0,1,0,14D,ACTIVE,RENTAL,40.7937,-73.973
2600,32-02 34th Avenue,Astoria,1,1,0,6B,ACTIVE,RENTAL,40.759045,-73.926315
4350,1295 5th Avenue,South Harlem,2,1,0,33G,ACTIVE,RENTAL,40.797,-73.9492
3791,795 Columbus Avenue,Upper West Side,0,1,0,11M,ACTIVE,RENTAL,40.7943,-73.966
3250,170 West 225th Street,Marble Hill,1,1,0,312,ACTIVE,RENTAL,40.87563,-73.91231
3995,170 West 225th Street,Marble Hill,2,1,0,417,ACTIVE,RENTAL,40.87563,-73.91231
7000,335 Bond Street,Gowanus,2,2,0,3J,ACTIVE,RENTAL,40.678783,-73.98999
7992,335 Bond Street,Gowanus,2,2,0,5H,ACTIVE,RENTAL,40.678783,-73.98999
4100,306 Saint James Place,Clinton Hill,1,1,0,2R,ACTIVE,RENTAL,40.681297,-73.96365
5237,88 Leonard Street,Tribeca,0,1,0,1213,ACTIVE,RENTAL,40.7169,-74.0047
10080,400 West 61st Street,Lincoln Square,1,1,0,1634,ACTIVE,RENTAL,40.773293,-73.991585
15594,675 West 59th Street,Lincoln Square,2,2,0,1806,ACTIVE,RENTAL,40.77295,-73.99269
2800,149 West 122nd Street,South Harlem,1,1,0,1,ACTIVE,RENTAL,40.806828,-73.948654
17995,400 West 61st Street,Lincoln Square,2,2,1,623,ACTIVE,RENTAL,40.773293,-73.991585
5695,645 West 59th Street,Lincoln Square,0,1,0,905,ACTIVE,RENTAL,40.772213,-73.991646
4398,10 Halletts Point,Astoria,2,1,0,306,ACTIVE,RENTAL,40.7765,-73.9352
9625,335 Bond Street,Gowanus,2,2,0,PH2B,ACTIVE,RENTAL,40.678783,-73.98999
5495,564 Hudson Street,West Village,1,1,0,3,ACTIVE,RENTAL,40.7355,-74.0057
4950,408 East 92nd Street,Yorkville,1,1,0,30A,ACTIVE,RENTAL,40.7804,-73.9464
7520,240 East 27th Street,Kips Bay,2,2,0,17K,ACTIVE,RENTAL,40.7402,-73.9796
7093,305 West 50th Street,Hell's Kitchen,2,2,0,23B,ACTIVE,RENTAL,40.7626,-73.9862
4523,180 Montague Street,Brooklyn Heights,1,1,0,10A,ACTIVE,RENTAL,40.6939,-73.9919
6111,560 West 43rd Street,Hell's Kitchen,2,1,0,28C,ACTIVE,RENTAL,40.76114,-73.99756
4437,395 South End Avenue,Battery Park City,0,1,0,9H,ACTIVE,RENTAL,40.7111,-74.017
3300,661 West 180th Street,Washington Heights,3,1,0,4E,ACTIVE,RENTAL,40.84959,-73.93588
3699,1236 Atlantic Avenue,Crown Heights,0,1,0,306,ACTIVE,RENTAL,40.67826,-73.95152
5023,805 Columbus Avenue,Upper West Side,1,1,0,10A,ACTIVE,RENTAL,40.795,-73.9656
2800,523 9th Avenue,Hudson Yards,1,1,0,2B,ACTIVE,RENTAL,40.756744,-73.99423
2750,523 9th Avenue,Hudson Yards,1,1,0,4D,ACTIVE,RENTAL,40.756744,-73.99423
3995,1042 Atlantic Avenue,Crown Heights,1,1,0,6H,ACTIVE,RENTAL,40.679726,-73.959435
6190,1042 Atlantic Avenue,Crown Heights,2,2,0,17B,ACTIVE,RENTAL,40.679726,-73.959435
6595,55 Fleet Street,Downtown Brooklyn,1,1,0,70F,ACTIVE,RENTAL,40.6907,-73.9823
5188,240 East 27th Street,Kips Bay,1,1,0,27D,ACTIVE,RENTAL,40.7402,-73.9796
3600,1941 Coney Is Avenue,Midwood,2,2,0,407,ACTIVE,RENTAL,40.609867,-73.96199
6584,420 Kent Avenue,Williamsburg,1,1,0,PH03,ACTIVE,RENTAL,40.7099,-73.9691
4978,355 South End Avenue,Battery Park City,1,1,0,2K,ACTIVE,RENTAL,40.7111,-74.017
2600,1 Arden Street,Fort George,1,1,0,202,ACTIVE,RENTAL,40.861336,-73.926414
2775,405 West 206th Street,Inwood,0,1,0,728,ACTIVE,RENTAL,40.8634,-73.91755
3135,405 West 206th Street,Inwood,1,1,0,716,ACTIVE,RENTAL,40.8634,-73.91755
3224,405 West 206th Street,Inwood,1,1,0,814,ACTIVE,RENTAL,40.8634,-73.91755
3229,405 West 206th Street,Inwood,1,1,0,905S,ACTIVE,RENTAL,40.8634,-73.91755
3249,405 West 206th Street,Inwood,1,1,0,900S,ACTIVE,RENTAL,40.8634,-73.91755
3315,405 West 206th Street,Inwood,1,1,0,703N,ACTIVE,RENTAL,40.8634,-73.91755
7019,19 Dutch Street,Fulton/Seaport,1,1,0,43B,ACTIVE,RENTAL,40.709816,-74.00738
5900,150 East 44th Street,Turtle Bay,1,1,1,45C,ACTIVE,RENTAL,40.7521,-73.9742
5395,136 East 55th Street,Sutton Place,1,1,0,2D,ACTIVE,RENTAL,40.7593,-73.9699
4600,405 West 206th Street,Inwood,2,2,0,914,ACTIVE,RENTAL,40.8634,-73.91755
4700,405 West 206th Street,Inwood,2,2,0,903,ACTIVE,RENTAL,40.8634,-73.91755
7800,240 Central Park South,Central Park South,1,1,0,10H,ACTIVE,RENTAL,40.76731,-73.98118
3725,405 West 206th Street,Inwood,1,1,0,702,ACTIVE,RENTAL,40.8634,-73.91755
4300,1 Ocean Dr,Coney Island,3,2,0,W04G,ACTIVE,RENTAL,40.572647,-74.00082
4750,666 West End Avenue,Upper West Side,1,1,0,22BB,ACTIVE,RENTAL,40.7927,-73.9745
4571,41 West 86th Street,Upper West Side,1,1,0,03E,ACTIVE,RENTAL,40.7863,-73.971
7535,180 Riverside Boulevard,Lincoln Square,2,2,0,19J,ACTIVE,RENTAL,40.7784,-73.9879
5526,750 Columbus Avenue,Upper West Side,1,1,0,07A,ACTIVE,RENTAL,40.7934,-73.9678
3501,31-43 Vernon Boulevard,Astoria,1,1,0,707C,ACTIVE,RENTAL,40.7682,-73.9356
3300,74 West 126th Street,Central Harlem,1,1,0,2C,ACTIVE,RENTAL,40.807922,-73.94435
6998,235 Prospect Park West,Windsor Terrace,2,2,0,302,ACTIVE,RENTAL,40.659527,-73.98069
5643,776 Sixth Avenue,NoMad,1,1,0,19H,ACTIVE,RENTAL,40.7448,-73.9909
6495,232 Elizabeth Street,Nolita,2,1,0,5B,ACTIVE,RENTAL,40.723,-73.9938
5095,225 East 7th Street,East Village,2,1,0,2D,ACTIVE,RENTAL,40.7247,-73.979
1700,128 Sherman Avenue,Inwood,1,1,0,22,ACTIVE,RENTAL,40.864513,-73.924484
4752,800 6th Avenue,NoMad,0,1,0,23A,ACTIVE,RENTAL,40.7456,-73.9904
2334,3480 Seymour Avenue,Williamsbridge,3,1,0,1B,ACTIVE,RENTAL,40.8775,-73.8493
4050,534 East 14th Street,East Village,0,1,0,15,ACTIVE,RENTAL,40.729477,-73.97889
6612,105 West 29th Street,Chelsea,1,1,0,31I,ACTIVE,RENTAL,40.7471,-73.9903
4105,130 Second Street,Gowanus,1,1,0,3H,ACTIVE,RENTAL,40.67709,-73.991325
3795,68 Cabrini Boulevard,Hudson Heights,3,1,0,52,ACTIVE,RENTAL,40.850773,-73.94076
4025,222 East 34th Street,Kips Bay,0,1,0,817,ACTIVE,RENTAL,40.745,-73.9773
3540,180 Riverside Boulevard,Lincoln Square,0,1,0,14F,ACTIVE,RENTAL,40.7784,-73.9879
3700,62-60 99th Street,Rego Park,3,2,0,721,ACTIVE,RENTAL,40.732967,-73.85795
3450,344 East 9th Street,East Village,1,1,0,9,ACTIVE,RENTAL,40.728294,-73.98568
2997,2757 Fulton Street,Cypress Hills,2,1,0,3A,ACTIVE,RENTAL,40.6797,-73.893364
2997,2757 Fulton Street,Cypress Hills,2,1,0,3B,ACTIVE,RENTAL,40.6797,-73.893364
2200,2166 Fred Douglas Boulevard,South Harlem,0,1,0,4D,ACTIVE,RENTAL,40.804794,-73.95474
5911,1 Eagle Street,Greenpoint,1,1,0,1-0103,ACTIVE,RENTAL,40.734966,-73.960884
4820,146 Mulberry Street,Little Italy,1,1,0,9,ACTIVE,RENTAL,40.718876,-73.99725
4923,19 Dutch Street,Fulton/Seaport,0,1,0,34D,ACTIVE,RENTAL,40.709816,-74.00738
2865,3660 Waldo Avenue,Riverdale,2,1,0,5E,ACTIVE,RENTAL,40.886734,-73.90389
3000,506 West 122nd Street,Morningside Heights,1,1,0,2A,ACTIVE,RENTAL,40.810734,-73.95912
2950,220 West 104th Street,Manhattan Valley,0,1,0,3E,ACTIVE,RENTAL,40.79937,-73.96769
3650,605 West 112th Street,Morningside Heights,1,1,0,5B,ACTIVE,RENTAL,40.805927,-73.96632
2900,908 Amsterdam Avenue,Manhattan Valley,0,1,0,2C,ACTIVE,RENTAL,40.79961,-73.96672
6103,777 6th Avenue,Chelsea,1,1,0,4L,ACTIVE,RENTAL,40.7451,-73.9916
3244,405 West 206th Street,Inwood,1,1,0,1003S,ACTIVE,RENTAL,40.8634,-73.91755
6095,255 East 39th Street,Murray Hill,1,1,0,2E,ACTIVE,RENTAL,40.748062,-73.97395
3365,22 Chapel Street,Downtown Brooklyn,0,1,0,10F,ACTIVE,RENTAL,40.69704,-73.9857
3625,1 Sullivan Place,Crown Heights,1,1,0,11C,ACTIVE,RENTAL,40.66437,-73.96101
1595,721 Walton Avenue,Concourse,1,1,0,D16,ACTIVE,RENTAL,40.824207,-73.9264
4600,520 West 48th Street,Hell's Kitchen,1,1,0,6P,ACTIVE,RENTAL,40.7637,-73.9939
3896,239 North 9th Street,Williamsburg,0,1,0,W211,ACTIVE,RENTAL,40.7173,-73.9536
6623,309 5th Avenue,Midtown South,1,1,0,11A,ACTIVE,RENTAL,40.7467,-73.9853
11000,312 West 43rd Street,Hell's Kitchen,2,2,0,34E,ACTIVE,RENTAL,40.757843,-73.99018
4863,245 E. 40th Street,Murray Hill,1,1,0,11A,ACTIVE,RENTAL,40.7489,-73.9734
7692,95 Wall Street,Financial District,2,2,0,2222,ACTIVE,RENTAL,40.7046,-74.0075
4195,210 West 89th Street,Upper West Side,0,1,0,011D,ACTIVE,RENTAL,40.7897,-73.9745
5995,210 West 89th Street,Upper West Side,1,1,0,006K,ACTIVE,RENTAL,40.7897,-73.9745
5100,775 Columbus Avenue,Upper West Side,1,1,0,07A,ACTIVE,RENTAL,40.7938,-73.9665
4785,801 Amsterdam Avenue,Upper West Side,1,1,0,06C,ACTIVE,RENTAL,40.7961,-73.9686
3895,252 East 61st Street,Lenox Hill,0,1,0,S-05G,ACTIVE,RENTAL,40.7617,-73.964
4995,625 West 57th Street,Hell's Kitchen,1,1,0,1057,ACTIVE,RENTAL,40.7711,-73.9927
4667,335 Bond Street,Gowanus,1,1,0,3D,ACTIVE,RENTAL,40.678783,-73.98999
4983,335 Bond Street,Gowanus,1,1,0,5C,ACTIVE,RENTAL,40.678783,-73.98999
5295,246 Mott Street,Nolita,1,1,0,23,ACTIVE,RENTAL,40.7233,-73.9945
4400,37-42 30th Street,Long Island City,2,1,0,3K,ACTIVE,RENTAL,40.754528,-73.93297
8000,344 East 63rd Street,Lenox Hill,4,1,1,15B,ACTIVE,RENTAL,40.7621,-73.9608
5073,795 Columbus Avenue,Upper West Side,1,1,0,10K,ACTIVE,RENTAL,40.7943,-73.966
4250,106 Fulton Street,Fulton/Seaport,2,1,0,8G,ACTIVE,RENTAL,40.7096,-74.00705
5495,246 Mott Street,Nolita,1,1,0,7,ACTIVE,RENTAL,40.7233,-73.9945
3895,340 East 58th Street,Sutton Place,1,1,0,1B,ACTIVE,RENTAL,40.759087,-73.963264
2650,214 West 102nd Street,Manhattan Valley,0,1,0,3D,ACTIVE,RENTAL,40.79804,-73.96855
6500,225 East 63rd Street,Lenox Hill,1,1,0,PHA,ACTIVE,RENTAL,40.7638,-73.9635
2650,800 Flatbush Avenue,Flatbush,0,1,0,702,ACTIVE,RENTAL,40.653225,-73.959816
5300,26-25 28th Street,Astoria,2,2,0,4,ACTIVE,RENTAL,40.770084,-73.921165
7970,261 West 24th Street,Chelsea,1,1,0,12A,ACTIVE,RENTAL,40.74598,-73.99746
2758,221 Sea Breeze Avenue,Coney Island,1,1,0,13C,ACTIVE,RENTAL,40.576145,-73.97329
3000,2156 Cortelyou Road,Flatbush,3,1,0,10,ACTIVE,RENTAL,40.643967,-73.95684
